exercise_id,canonical_key,name_de,name_en,aliases_de,aliases_en,search_terms,family_id,family_de,category_id,category_de,pattern_id,pattern_de,force_id,force_de,mechanic_id,mechanic_de,is_compound,compound_class_de,primary_muscle_id,primary_muscle_de,primary_muscle_size_1_5,primary_muscle_size_class,secondary_muscle_ids,secondary_muscles_de,secondary_muscle_count,body_region,required_equipment_ids,required_equipment_de,equipment_count,primary_equipment_id,primary_equipment_de,dynamic_joints_count,involved_muscle_mass_1_5,whole_body_demand_1_5,loadability_1_5,scalability_1_5,stability_demand_1_5,skill_demand_1_5,fatigue_cost_1_5,commonness_1_5,difficulty_1_5,difficulty_de,compound_score,priority_score,program_priority,unilateral,bodyweight,closed_chain,requires_coaching,variant_level_1_3,variant_level_de,training_goals,plan_eligible,recommended_default_display,notes,source_method,license_note,review_status,slug_de
EX001357,tempo-goblet-squat-mit-kettlebell-3-1-1__kettlebell-floor,Tempo-Goblet Squat mit Kettlebell (3-1-1),Tempo Kettlebell Goblet Squat (3-1-1),,,Tempo-Goblet Squat mit Kettlebell (3-1-1) | Tempo Kettlebell Goblet Squat (3-1-1) | Kniebeuge | Quadrizeps | Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur | Kettlebell(s) | Freie Bodenfläche,FAM_SQUAT,Kniebeuge,strength,Krafttraining,squat,Kniebeuge,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | ERECTORS | ABS,Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur,4,Unterkörper,KETTLEBELL | FLOOR,Kettlebell(s) | Freie Bodenfläche,2,KETTLEBELL,Kettlebell(s),3,5,4,3,5,3,3,3,4,3,Mittel,86,83,A – Grund-/Hauptübung,False,False,True,False,3,Spezialvariante,Kraft | Muskelaufbau,True,False,"Drei Sekunden ablassen, eine Sekunde Pause, kontrolliert aufstehen.",Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,tempo-goblet-squat-mit-kettlebell-3-1-1
EX001358,tempo-goblet-squat-mit-kurzhantel-3-1-1__dumbbell-floor,Tempo-Goblet Squat mit Kurzhantel (3-1-1),Tempo Dumbbell Goblet Squat (3-1-1),,,Tempo-Goblet Squat mit Kurzhantel (3-1-1) | Tempo Dumbbell Goblet Squat (3-1-1) | Kniebeuge | Quadrizeps | Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur | Kurzhantel(n) | Freie Bodenfläche,FAM_SQUAT,Kniebeuge,strength,Krafttraining,squat,Kniebeuge,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | ERECTORS | ABS,Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur,4,Unterkörper,DUMBBELL | FLOOR,Kurzhantel(n) | Freie Bodenfläche,2,DUMBBELL,Kurzhantel(n),3,5,4,3,5,3,3,3,4,3,Mittel,86,83,A – Grund-/Hauptübung,False,False,True,False,3,Spezialvariante,Kraft | Muskelaufbau,True,False,"Drei Sekunden ablassen, eine Sekunde Pause, kontrolliert aufstehen.",Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,tempo-goblet-squat-mit-kurzhantel-3-1-1
EX001359,tempo-hackenschmidt-kniebeuge-3-1-1__hack-squat,Tempo-Hackenschmidt-Kniebeuge (3-1-1),Tempo Hack Squat Machine (3-1-1),,,Tempo-Hackenschmidt-Kniebeuge (3-1-1) | Tempo Hack Squat Machine (3-1-1) | Kniebeuge | Quadrizeps | Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur | Hackenschmidt-Maschine,FAM_SQUAT,Kniebeuge,strength,Krafttraining,squat,Kniebeuge,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | ERECTORS | ABS,Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur,4,Unterkörper,HACK_SQUAT,Hackenschmidt-Maschine,1,HACK_SQUAT,Hackenschmidt-Maschine,3,5,4,4,5,2,3,4,4,3,Mittel,86,88,A – Grund-/Hauptübung,False,False,True,False,3,Spezialvariante,Kraft | Muskelaufbau,True,False,"Drei Sekunden ablassen, eine Sekunde Pause, kontrolliert aufstehen.",Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,tempo-hackenschmidt-kniebeuge-3-1-1
EX001360,tempo-kniebeuge-an-der-multipresse-3-1-1__smith-plates,Tempo-Kniebeuge an der Multipresse (3-1-1),Tempo Smith Machine Squat (3-1-1),,,Tempo-Kniebeuge an der Multipresse (3-1-1) | Tempo Smith Machine Squat (3-1-1) | Kniebeuge | Quadrizeps | Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur | Multipresse/Smith Machine | Hantelscheiben,FAM_SQUAT,Kniebeuge,strength,Krafttraining,squat,Kniebeuge,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | ERECTORS | ABS,Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur,4,Unterkörper,SMITH | PLATES,Multipresse/Smith Machine | Hantelscheiben,2,SMITH,Multipresse/Smith Machine,3,5,4,4,5,2,3,4,4,3,Mittel,86,88,A – Grund-/Hauptübung,False,False,True,False,3,Spezialvariante,Kraft | Muskelaufbau,True,False,"Drei Sekunden ablassen, eine Sekunde Pause, kontrolliert aufstehen.",Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,tempo-kniebeuge-an-der-multipresse-3-1-1
EX001361,tempo-kniebeuge-mit-korpergewicht-3-1-1__body-floor,Tempo-Kniebeuge mit Körpergewicht (3-1-1),Tempo Bodyweight Squat (3-1-1),,,Tempo-Kniebeuge mit Körpergewicht (3-1-1) | Tempo Bodyweight Squat (3-1-1) | Kniebeuge | Quadrizeps | Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur | Körpergewicht | Freie Bodenfläche,FAM_SQUAT,Kniebeuge,strength,Krafttraining,squat,Kniebeuge,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | ERECTORS | ABS,Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur,4,Unterkörper,BODY | FLOOR,Körpergewicht | Freie Bodenfläche,2,BODY,Körpergewicht,3,5,4,1,5,2,2,2,4,2,Leicht,86,73,B – Hauptassistenz,False,True,True,False,3,Spezialvariante,Kraft | Muskelaufbau,True,False,"Drei Sekunden ablassen, eine Sekunde Pause, kontrolliert aufstehen.",Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,tempo-kniebeuge-mit-korpergewicht-3-1-1
EX001362,tempo-landmine-kniebeuge-3-1-1__barbell-plates-landmine,Tempo-Landmine-Kniebeuge (3-1-1),Tempo Landmine Squat (3-1-1),,,Tempo-Landmine-Kniebeuge (3-1-1) | Tempo Landmine Squat (3-1-1) | Kniebeuge | Quadrizeps | Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur | Langhantel | Hantelscheiben | Landmine-Aufnahme,FAM_SQUAT,Kniebeuge,strength,Krafttraining,squat,Kniebeuge,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | ERECTORS | ABS,Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur,4,Unterkörper,BARBELL | PLATES | LANDMINE,Langhantel | Hantelscheiben | Landmine-Aufnahme,3,LANDMINE,Landmine-Aufnahme,3,5,4,3,5,3,3,3,3,3,Mittel,86,79,B – Hauptassistenz,False,False,True,False,3,Spezialvariante,Kraft | Muskelaufbau,True,False,"Drei Sekunden ablassen, eine Sekunde Pause, kontrolliert aufstehen.",Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,tempo-landmine-kniebeuge-3-1-1
EX001363,tempo-langhantel-kniebeuge-high-bar-3-1-1__barbell-plates-rack,"Tempo-Langhantel-Kniebeuge, High-Bar (3-1-1)",Tempo High-Bar Back Squat (3-1-1),,,"Tempo-Langhantel-Kniebeuge, High-Bar (3-1-1) | Tempo High-Bar Back Squat (3-1-1) | Kniebeuge | Quadrizeps | Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur | Langhantel | Hantelscheiben | Kniebeugenständer/Power Rack",FAM_SQUAT,Kniebeuge,strength,Krafttraining,squat,Kniebeuge,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | ERECTORS | ABS,Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur,4,Unterkörper,BARBELL | PLATES | RACK,Langhantel | Hantelscheiben | Kniebeugenständer/Power Rack,3,BARBELL,Langhantel,3,5,4,4,5,4,4,5,4,4,Fortgeschritten,86,83,A – Grund-/Hauptübung,False,False,True,True,3,Spezialvariante,Kraft | Muskelaufbau,True,False,"Drei Sekunden ablassen, eine Sekunde Pause, kontrolliert aufstehen.",Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,tempo-langhantel-kniebeuge-high-bar-3-1-1
EX001364,tempo-langhantel-kniebeuge-low-bar-3-1-1__barbell-plates-rack,"Tempo-Langhantel-Kniebeuge, Low-Bar (3-1-1)",Tempo Low-Bar Back Squat (3-1-1),,,"Tempo-Langhantel-Kniebeuge, Low-Bar (3-1-1) | Tempo Low-Bar Back Squat (3-1-1) | Kniebeuge | Quadrizeps | Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur | Langhantel | Hantelscheiben | Kniebeugenständer/Power Rack",FAM_SQUAT,Kniebeuge,strength,Krafttraining,squat,Kniebeuge,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | ERECTORS | ABS,Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur,4,Unterkörper,BARBELL | PLATES | RACK,Langhantel | Hantelscheiben | Kniebeugenständer/Power Rack,3,BARBELL,Langhantel,3,5,4,4,5,4,5,5,3,5,Experte,86,76,B – Hauptassistenz,False,False,True,True,3,Spezialvariante,Kraft | Muskelaufbau,True,False,"Drei Sekunden ablassen, eine Sekunde Pause, kontrolliert aufstehen.",Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,tempo-langhantel-kniebeuge-low-bar-3-1-1
EX001365,tempo-safety-bar-kniebeuge-3-1-1__ssb-plates-rack,Tempo-Safety-Bar-Kniebeuge (3-1-1),Tempo Safety Bar Squat (3-1-1),,,Tempo-Safety-Bar-Kniebeuge (3-1-1) | Tempo Safety Bar Squat (3-1-1) | Kniebeuge | Quadrizeps | Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur | Safety-Squat-Bar | Hantelscheiben | Kniebeugenständer/Power Rack,FAM_SQUAT,Kniebeuge,strength,Krafttraining,squat,Kniebeuge,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | ERECTORS | ABS,Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur,4,Unterkörper,SSB | PLATES | RACK,Safety-Squat-Bar | Hantelscheiben | Kniebeugenständer/Power Rack,3,SSB,Safety-Squat-Bar,3,5,4,4,5,4,4,5,3,4,Fortgeschritten,86,79,B – Hauptassistenz,False,False,True,True,3,Spezialvariante,Kraft | Muskelaufbau,True,False,"Drei Sekunden ablassen, eine Sekunde Pause, kontrolliert aufstehen.",Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,tempo-safety-bar-kniebeuge-3-1-1
EX001366,zercher-kniebeuge__barbell-plates-rack,Zercher-Kniebeuge,Zercher Squat,,,Zercher-Kniebeuge | Zercher Squat | Kniebeuge | Quadrizeps | Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur | Langhantel | Hantelscheiben | Kniebeugenständer/Power Rack,FAM_SQUAT,Kniebeuge,strength,Krafttraining,squat,Kniebeuge,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | ERECTORS | ABS,Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur,4,Unterkörper,BARBELL | PLATES | RACK,Langhantel | Hantelscheiben | Kniebeugenständer/Power Rack,3,BARBELL,Langhantel,3,5,4,5,5,5,4,5,3,4,Fortgeschritten,86,84,A – Grund-/Hauptübung,False,False,True,True,3,Spezialvariante,Kraft | Muskelaufbau,True,False,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,zercher-kniebeuge
EX001367,uberkopfkniebeuge-mit-langhantel__barbell-plates-rack,Überkopfkniebeuge mit Langhantel,Barbell Overhead Squat,,,Überkopfkniebeuge mit Langhantel | Barbell Overhead Squat | Kniebeuge | Quadrizeps | Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur | Langhantel | Hantelscheiben | Kniebeugenständer/Power Rack,FAM_SQUAT,Kniebeuge,strength,Krafttraining,squat,Kniebeuge,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | ERECTORS | ABS,Gesässmuskulatur | Adduktoren | Rückenstrecker | Gerade Bauchmuskulatur,4,Unterkörper,BARBELL | PLATES | RACK,Langhantel | Hantelscheiben | Kniebeugenständer/Power Rack,3,BARBELL,Langhantel,3,5,4,4,5,5,5,5,3,5,Experte,86,76,B – Hauptassistenz,False,False,True,True,3,Spezialvariante,Kraft | Muskelaufbau,True,False,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,uberkopfkniebeuge-mit-langhantel
EX001368,crossover-step-up-mit-kurzhanteln__dumbbell-box,Crossover-Step-up mit Kurzhanteln,Crossover Dumbbell Step-Up,,,Crossover-Step-up mit Kurzhanteln | Crossover Dumbbell Step-Up | Step-up/Step-down | Quadrizeps | Gesässmuskulatur | Adduktoren | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur | Kurzhantel(n) | Plyo-Box,FAM_STEP,Step-up/Step-down,strength,Krafttraining,step,Aufsteigen/Absteigen,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | HAMSTRINGS | CALVES | ABS,Gesässmuskulatur | Adduktoren | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur,5,Unterkörper,DUMBBELL | BOX,Kurzhantel(n) | Plyo-Box,2,DUMBBELL,Kurzhantel(n),3,5,4,4,5,5,4,4,2,4,Fortgeschritten,86,78,B – Hauptassistenz,True,False,True,True,3,Spezialvariante,Kraft | Muskelaufbau,True,False,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,crossover-step-up-mit-kurzhanteln
EX001369,crossover-step-up-mit-korpergewicht__body-box,Crossover-Step-up mit Körpergewicht,Crossover Bodyweight Step-Up,,,Crossover-Step-up mit Körpergewicht | Crossover Bodyweight Step-Up | Step-up/Step-down | Quadrizeps | Gesässmuskulatur | Adduktoren | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur | Körpergewicht | Plyo-Box,FAM_STEP,Step-up/Step-down,strength,Krafttraining,step,Aufsteigen/Absteigen,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | HAMSTRINGS | CALVES | ABS,Gesässmuskulatur | Adduktoren | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur,5,Unterkörper,BODY | BOX,Körpergewicht | Plyo-Box,2,BODY,Körpergewicht,3,5,4,2,5,5,3,3,3,3,Mittel,86,74,B – Hauptassistenz,True,True,True,False,3,Spezialvariante,Kraft | Muskelaufbau,True,False,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,crossover-step-up-mit-korpergewicht
EX001370,fersen-tap-vom-step__body-step,Fersen-Tap vom Step,Heel Tap Step-Down,,,Fersen-Tap vom Step | Heel Tap Step-Down | Step-up/Step-down | Quadrizeps | Gesässmuskulatur | Adduktoren | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur | Körpergewicht | Step/Erhöhung,FAM_STEP,Step-up/Step-down,strength,Krafttraining,step,Aufsteigen/Absteigen,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | HAMSTRINGS | CALVES | ABS,Gesässmuskulatur | Adduktoren | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur,5,Unterkörper,BODY | STEP,Körpergewicht | Step/Erhöhung,2,STEP,Step/Erhöhung,3,5,4,2,5,4,2,2,3,2,Leicht,86,74,B – Hauptassistenz,True,True,True,False,3,Spezialvariante,Kraft | Muskelaufbau,True,False,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,fersen-tap-vom-step
EX001371,hoher-step-up-mit-kurzhanteln__dumbbell-box,Hoher Step-up mit Kurzhanteln,High Box Dumbbell Step-Up,,,Hoher Step-up mit Kurzhanteln | High Box Dumbbell Step-Up | Step-up/Step-down | Quadrizeps | Gesässmuskulatur | Adduktoren | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur | Kurzhantel(n) | Plyo-Box,FAM_STEP,Step-up/Step-down,strength,Krafttraining,step,Aufsteigen/Absteigen,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | HAMSTRINGS | CALVES | ABS,Gesässmuskulatur | Adduktoren | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur,5,Unterkörper,DUMBBELL | BOX,Kurzhantel(n) | Plyo-Box,2,DUMBBELL,Kurzhantel(n),3,5,4,4,5,4,3,4,4,3,Mittel,86,88,A – Grund-/Hauptübung,True,False,True,False,2,Gängige Variante,Kraft | Muskelaufbau,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,hoher-step-up-mit-kurzhanteln
EX001372,kontrollierter-step-down-seitlich__body-box,Kontrollierter Step-down seitlich,Lateral Step-Down,,,Kontrollierter Step-down seitlich | Lateral Step-Down | Step-up/Step-down | Quadrizeps | Gesässmuskulatur | Adduktoren | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur | Körpergewicht | Plyo-Box,FAM_STEP,Step-up/Step-down,strength,Krafttraining,step,Aufsteigen/Absteigen,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | HAMSTRINGS | CALVES | ABS,Gesässmuskulatur | Adduktoren | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur,5,Unterkörper,BODY | BOX,Körpergewicht | Plyo-Box,2,BODY,Körpergewicht,3,5,4,2,5,4,2,3,4,2,Leicht,86,78,B – Hauptassistenz,True,True,True,False,2,Gängige Variante,Kraft | Muskelaufbau,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,kontrollierter-step-down-seitlich
EX001373,kontrollierter-step-down-vorwarts__body-box,Kontrollierter Step-down vorwärts,Forward Step-Down,,,Kontrollierter Step-down vorwärts | Forward Step-Down | Step-up/Step-down | Quadrizeps | Gesässmuskulatur | Adduktoren | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur | Körpergewicht | Plyo-Box,FAM_STEP,Step-up/Step-down,strength,Krafttraining,step,Aufsteigen/Absteigen,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | HAMSTRINGS | CALVES | ABS,Gesässmuskulatur | Adduktoren | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur,5,Unterkörper,BODY | BOX,Körpergewicht | Plyo-Box,2,BODY,Körpergewicht,3,5,4,2,5,4,2,3,4,2,Leicht,86,78,B – Hauptassistenz,True,True,True,False,2,Gängige Variante,Kraft | Muskelaufbau,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,kontrollierter-step-down-vorwarts
EX001374,landmine-step-up__barbell-plates-landmine-box,Landmine Step-up,Landmine Step-Up,,,Landmine Step-up | Landmine Step-Up | Step-up/Step-down | Quadrizeps | Gesässmuskulatur | Adduktoren | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur | Langhantel | Hantelscheiben | Landmine-Aufnahme | Plyo-Box,FAM_STEP,Step-up/Step-down,strength,Krafttraining,step,Aufsteigen/Absteigen,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | HAMSTRINGS | CALVES | ABS,Gesässmuskulatur | Adduktoren | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur,5,Unterkörper,BARBELL | PLATES | LANDMINE | BOX,Langhantel | Hantelscheiben | Landmine-Aufnahme | Plyo-Box,4,LANDMINE,Landmine-Aufnahme,3,5,4,4,5,4,3,4,3,3,Mittel,86,84,A – Grund-/Hauptübung,True,False,True,False,2,Gängige Variante,Kraft | Muskelaufbau,True,True,,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,landmine-step-up
EX001375,pausen-kontrollierter-step-down-seitlich__body-box,Pausen-Kontrollierter Step-down seitlich,Paused Lateral Step-Down,,,Pausen-Kontrollierter Step-down seitlich | Paused Lateral Step-Down | Step-up/Step-down | Quadrizeps | Gesässmuskulatur | Adduktoren | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur | Körpergewicht | Plyo-Box,FAM_STEP,Step-up/Step-down,strength,Krafttraining,step,Aufsteigen/Absteigen,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | HAMSTRINGS | CALVES | ABS,Gesässmuskulatur | Adduktoren | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur,5,Unterkörper,BODY | BOX,Körpergewicht | Plyo-Box,2,BODY,Körpergewicht,3,5,4,1,5,4,3,3,3,3,Mittel,86,69,B – Hauptassistenz,True,True,True,False,3,Spezialvariante,Kraft | Muskelaufbau,True,False,Kurze Pause oben oder in der kontrollierten Umkehrposition.,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,pausen-kontrollierter-step-down-seitlich
EX001376,pausen-kontrollierter-step-down-vorwarts__body-box,Pausen-Kontrollierter Step-down vorwärts,Paused Forward Step-Down,,,Pausen-Kontrollierter Step-down vorwärts | Paused Forward Step-Down | Step-up/Step-down | Quadrizeps | Gesässmuskulatur | Adduktoren | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur | Körpergewicht | Plyo-Box,FAM_STEP,Step-up/Step-down,strength,Krafttraining,step,Aufsteigen/Absteigen,push,Drücken,multi_joint,Mehrgelenkig,True,Sehr hohe Mehrgelenkigkeit,QUADS,Quadrizeps,5,sehr gross,GLUTES | ADDUCTORS | HAMSTRINGS | CALVES | ABS,Gesässmuskulatur | Adduktoren | Hintere Oberschenkelmuskulatur | Wadenmuskulatur | Gerade Bauchmuskulatur,5,Unterkörper,BODY | BOX,Körpergewicht | Plyo-Box,2,BODY,Körpergewicht,3,5,4,1,5,4,3,3,3,3,Mittel,86,69,B – Hauptassistenz,True,True,True,False,3,Spezialvariante,Kraft | Muskelaufbau,True,False,Kurze Pause oben oder in der kontrollierten Umkehrposition.,Eigene redaktionelle Taxonomie; Übungsnamen und Klassifikation,Originale Zusammenstellung; keine Bilder oder Fremdbeschreibungen enthalten,redaktionell erzeugt; fachliche Endprüfung vor Produktion empfohlen,pausen-kontrollierter-step-down-vorwarts
