exercise_id,exercise_name_de,muscle_id,muscle_name_de,role,contribution_weight_1_5,role_order,muscle_size_1_5,region
EX001038,Y-Raise am Kabelzug,TRAPS,Trapezmuskel,primary,5,1,3,Oberkörper
EX001038,Y-Raise am Kabelzug,REAR_DELTS,Hintere Schulter,secondary,3,1,2,Oberkörper
EX001038,Y-Raise am Kabelzug,ROTATOR_CUFF,Rotatorenmanschette,secondary,3,2,1,Oberkörper
EX001039,Y-Raise am Schlingentrainer,TRAPS,Trapezmuskel,primary,5,1,3,Oberkörper
EX001039,Y-Raise am Schlingentrainer,REAR_DELTS,Hintere Schulter,secondary,3,1,2,Oberkörper
EX001039,Y-Raise am Schlingentrainer,ROTATOR_CUFF,Rotatorenmanschette,secondary,3,2,1,Oberkörper
EX001040,Y-Raise mit Kurzhanteln auf der Schrägbank,TRAPS,Trapezmuskel,primary,5,1,3,Oberkörper
EX001040,Y-Raise mit Kurzhanteln auf der Schrägbank,REAR_DELTS,Hintere Schulter,secondary,3,1,2,Oberkörper
EX001040,Y-Raise mit Kurzhanteln auf der Schrägbank,ROTATOR_CUFF,Rotatorenmanschette,secondary,3,2,1,Oberkörper
EX001041,Einarmiger Latzug mit Widerstandsband,LATS,Latissimus,primary,5,1,4,Oberkörper
EX001041,Einarmiger Latzug mit Widerstandsband,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX001041,Einarmiger Latzug mit Widerstandsband,RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,2,2,Oberkörper
EX001041,Einarmiger Latzug mit Widerstandsband,OBLIQUES,Seitliche Bauchmuskulatur,secondary,3,3,3,Rumpf
EX001042,Latzug am Kabel mit Pause unten,LATS,Latissimus,primary,5,1,4,Oberkörper
EX001042,Latzug am Kabel mit Pause unten,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX001042,Latzug am Kabel mit Pause unten,RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,2,2,Oberkörper
EX001042,Latzug am Kabel mit Pause unten,FOREARMS,Unterarmmuskulatur,secondary,3,3,2,Oberkörper
EX001043,Latzug beidarmig halb kniend,LATS,Latissimus,primary,5,1,4,Oberkörper
EX001043,Latzug beidarmig halb kniend,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX001043,Latzug beidarmig halb kniend,RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,2,2,Oberkörper
EX001043,Latzug beidarmig halb kniend,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX001043,Latzug beidarmig halb kniend,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX001044,Latzug einarmig halb kniend,LATS,Latissimus,primary,5,1,4,Oberkörper
EX001044,Latzug einarmig halb kniend,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX001044,Latzug einarmig halb kniend,RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,2,2,Oberkörper
EX001044,Latzug einarmig halb kniend,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX001044,Latzug einarmig halb kniend,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX001045,Latzug einarmig im Sitzen,LATS,Latissimus,primary,5,1,4,Oberkörper
EX001045,Latzug einarmig im Sitzen,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX001045,Latzug einarmig im Sitzen,RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,2,2,Oberkörper
EX001045,Latzug einarmig im Sitzen,OBLIQUES,Seitliche Bauchmuskulatur,secondary,3,3,3,Rumpf
EX001046,Latzug hinter den Kopf,LATS,Latissimus,primary,5,1,4,Oberkörper
EX001046,Latzug hinter den Kopf,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX001046,Latzug hinter den Kopf,REAR_DELTS,Hintere Schulter,secondary,3,2,2,Oberkörper
EX001046,Latzug hinter den Kopf,ROTATOR_CUFF,Rotatorenmanschette,secondary,3,3,1,Oberkörper
EX001047,Latzug im Kniestand,LATS,Latissimus,primary,5,1,4,Oberkörper
EX001047,Latzug im Kniestand,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX001047,Latzug im Kniestand,RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,2,2,Oberkörper
EX001047,Latzug im Kniestand,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX001047,Latzug im Kniestand,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX001048,Latzug mit engem V-Griff,LATS,Latissimus,primary,5,1,4,Oberkörper
EX001048,Latzug mit engem V-Griff,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX001048,Latzug mit engem V-Griff,RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,2,2,Oberkörper
EX001048,Latzug mit engem V-Griff,FOREARMS,Unterarmmuskulatur,secondary,3,3,2,Oberkörper
EX001049,Latzug mit langsamer Exzentrik,LATS,Latissimus,primary,5,1,4,Oberkörper
EX001049,Latzug mit langsamer Exzentrik,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX001049,Latzug mit langsamer Exzentrik,RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,2,2,Oberkörper
EX001049,Latzug mit langsamer Exzentrik,FOREARMS,Unterarmmuskulatur,secondary,3,3,2,Oberkörper
EX001050,Latzug mit neutralem Parallelgriff,LATS,Latissimus,primary,5,1,4,Oberkörper
EX001050,Latzug mit neutralem Parallelgriff,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX001050,Latzug mit neutralem Parallelgriff,BRACHIALIS,Brachialis,secondary,3,2,1,Oberkörper
EX001050,Latzug mit neutralem Parallelgriff,RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,3,2,Oberkörper
EX001050,Latzug mit neutralem Parallelgriff,FOREARMS,Unterarmmuskulatur,secondary,2,4,2,Oberkörper
EX001051,Latzug mit unabhängigen Armen,LATS,Latissimus,primary,5,1,4,Oberkörper
EX001051,Latzug mit unabhängigen Armen,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX001051,Latzug mit unabhängigen Armen,RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,2,2,Oberkörper
EX001051,Latzug mit unabhängigen Armen,REAR_DELTS,Hintere Schulter,secondary,3,3,2,Oberkörper
EX001052,Latzug mit Widerstandsband,LATS,Latissimus,primary,5,1,4,Oberkörper
EX001052,Latzug mit Widerstandsband,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX001052,Latzug mit Widerstandsband,RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,2,2,Oberkörper
EX001052,Latzug mit Widerstandsband,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX001053,Latzug zur Brust im Untergriff,LATS,Latissimus,primary,5,1,4,Oberkörper
EX001053,Latzug zur Brust im Untergriff,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX001053,Latzug zur Brust im Untergriff,BRACHIALIS,Brachialis,secondary,3,2,1,Oberkörper
EX001053,Latzug zur Brust im Untergriff,RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,3,2,Oberkörper
EX001053,Latzug zur Brust im Untergriff,FOREARMS,Unterarmmuskulatur,secondary,2,4,2,Oberkörper
EX001054,"Latzug zur Brust, enger Obergriff",LATS,Latissimus,primary,5,1,4,Oberkörper
EX001054,"Latzug zur Brust, enger Obergriff",BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX001054,"Latzug zur Brust, enger Obergriff",RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,2,2,Oberkörper
EX001054,"Latzug zur Brust, enger Obergriff",REAR_DELTS,Hintere Schulter,secondary,3,3,2,Oberkörper
EX001054,"Latzug zur Brust, enger Obergriff",FOREARMS,Unterarmmuskulatur,secondary,2,4,2,Oberkörper
EX001055,"Latzug zur Brust, schulterbreiter Obergriff",LATS,Latissimus,primary,5,1,4,Oberkörper
EX001055,"Latzug zur Brust, schulterbreiter Obergriff",BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX001055,"Latzug zur Brust, schulterbreiter Obergriff",RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,2,2,Oberkörper
EX001055,"Latzug zur Brust, schulterbreiter Obergriff",REAR_DELTS,Hintere Schulter,secondary,3,3,2,Oberkörper
EX001055,"Latzug zur Brust, schulterbreiter Obergriff",TRAPS,Trapezmuskel,secondary,2,4,3,Oberkörper
EX001055,"Latzug zur Brust, schulterbreiter Obergriff",FOREARMS,Unterarmmuskulatur,secondary,2,5,2,Oberkörper
EX001056,"Latzug zur Brust, weiter Obergriff",LATS,Latissimus,primary,5,1,4,Oberkörper
EX001056,"Latzug zur Brust, weiter Obergriff",BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX001056,"Latzug zur Brust, weiter Obergriff",RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,2,2,Oberkörper
EX001056,"Latzug zur Brust, weiter Obergriff",REAR_DELTS,Hintere Schulter,secondary,3,3,2,Oberkörper
EX001056,"Latzug zur Brust, weiter Obergriff",TRAPS,Trapezmuskel,secondary,2,4,3,Oberkörper
EX001056,"Latzug zur Brust, weiter Obergriff",FOREARMS,Unterarmmuskulatur,secondary,2,5,2,Oberkörper
EX001057,"Latzugmaschine, neutraler Griff",LATS,Latissimus,primary,5,1,4,Oberkörper
EX001057,"Latzugmaschine, neutraler Griff",BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX001057,"Latzugmaschine, neutraler Griff",RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,2,2,Oberkörper
EX001057,"Latzugmaschine, neutraler Griff",FOREARMS,Unterarmmuskulatur,secondary,3,3,2,Oberkörper
EX001058,"Latzugmaschine, weiter Griff",LATS,Latissimus,primary,5,1,4,Oberkörper
EX001058,"Latzugmaschine, weiter Griff",BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX001058,"Latzugmaschine, weiter Griff",RHOMBOIDS,Rhomboiden und mittlerer Rücken,secondary,3,2,2,Oberkörper
EX001058,"Latzugmaschine, weiter Griff",REAR_DELTS,Hintere Schulter,secondary,3,3,2,Oberkörper
EX001059,Ausfallschritt rückwärts am Schlingentrainer,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001059,Ausfallschritt rückwärts am Schlingentrainer,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001059,Ausfallschritt rückwärts am Schlingentrainer,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001059,Ausfallschritt rückwärts am Schlingentrainer,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001059,Ausfallschritt rückwärts am Schlingentrainer,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001060,Ausfallschritt rückwärts an der Multipresse,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001060,Ausfallschritt rückwärts an der Multipresse,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001060,Ausfallschritt rückwärts an der Multipresse,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001060,Ausfallschritt rückwärts an der Multipresse,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001060,Ausfallschritt rückwärts an der Multipresse,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001061,Ausfallschritt rückwärts im Kettlebell Front Rack,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001061,Ausfallschritt rückwärts im Kettlebell Front Rack,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001061,Ausfallschritt rückwärts im Kettlebell Front Rack,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001061,Ausfallschritt rückwärts im Kettlebell Front Rack,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001061,Ausfallschritt rückwärts im Kettlebell Front Rack,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001062,Ausfallschritt rückwärts in Goblet-Position,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001062,Ausfallschritt rückwärts in Goblet-Position,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001062,Ausfallschritt rückwärts in Goblet-Position,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001062,Ausfallschritt rückwärts in Goblet-Position,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001062,Ausfallschritt rückwärts in Goblet-Position,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001063,Ausfallschritt rückwärts mit einarmiger Kettlebell über Kopf,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001063,Ausfallschritt rückwärts mit einarmiger Kettlebell über Kopf,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001063,Ausfallschritt rückwärts mit einarmiger Kettlebell über Kopf,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001063,Ausfallschritt rückwärts mit einarmiger Kettlebell über Kopf,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001063,Ausfallschritt rückwärts mit einarmiger Kettlebell über Kopf,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001064,Ausfallschritt rückwärts mit einarmiger Kurzhantel über Kopf,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001064,Ausfallschritt rückwärts mit einarmiger Kurzhantel über Kopf,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001064,Ausfallschritt rückwärts mit einarmiger Kurzhantel über Kopf,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001064,Ausfallschritt rückwärts mit einarmiger Kurzhantel über Kopf,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001064,Ausfallschritt rückwärts mit einarmiger Kurzhantel über Kopf,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001065,Ausfallschritt rückwärts mit Kettlebells,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001065,Ausfallschritt rückwärts mit Kettlebells,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001065,Ausfallschritt rückwärts mit Kettlebells,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001065,Ausfallschritt rückwärts mit Kettlebells,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001065,Ausfallschritt rückwärts mit Kettlebells,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001066,Ausfallschritt rückwärts mit Kniehub am Schlingentrainer,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001066,Ausfallschritt rückwärts mit Kniehub am Schlingentrainer,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001066,Ausfallschritt rückwärts mit Kniehub am Schlingentrainer,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001066,Ausfallschritt rückwärts mit Kniehub am Schlingentrainer,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001066,Ausfallschritt rückwärts mit Kniehub am Schlingentrainer,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001067,Ausfallschritt rückwärts mit Kurzhanteln,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001067,Ausfallschritt rückwärts mit Kurzhanteln,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001067,Ausfallschritt rückwärts mit Kurzhanteln,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001067,Ausfallschritt rückwärts mit Kurzhanteln,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001067,Ausfallschritt rückwärts mit Kurzhanteln,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001068,Ausfallschritt rückwärts mit Körpergewicht,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001068,Ausfallschritt rückwärts mit Körpergewicht,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001068,Ausfallschritt rückwärts mit Körpergewicht,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001068,Ausfallschritt rückwärts mit Körpergewicht,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001068,Ausfallschritt rückwärts mit Körpergewicht,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001069,Ausfallschritt rückwärts mit Langhantel,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001069,Ausfallschritt rückwärts mit Langhantel,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001069,Ausfallschritt rückwärts mit Langhantel,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001069,Ausfallschritt rückwärts mit Langhantel,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001069,Ausfallschritt rückwärts mit Langhantel,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001070,Ausfallschritt rückwärts mit Sandsack im Bear-Hug,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001070,Ausfallschritt rückwärts mit Sandsack im Bear-Hug,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001070,Ausfallschritt rückwärts mit Sandsack im Bear-Hug,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001070,Ausfallschritt rückwärts mit Sandsack im Bear-Hug,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001070,Ausfallschritt rückwärts mit Sandsack im Bear-Hug,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001071,Ausfallschritt vorwärts an der Multipresse,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001071,Ausfallschritt vorwärts an der Multipresse,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001071,Ausfallschritt vorwärts an der Multipresse,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001071,Ausfallschritt vorwärts an der Multipresse,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001071,Ausfallschritt vorwärts an der Multipresse,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001072,Ausfallschritt vorwärts im Kettlebell Front Rack,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001072,Ausfallschritt vorwärts im Kettlebell Front Rack,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001072,Ausfallschritt vorwärts im Kettlebell Front Rack,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001072,Ausfallschritt vorwärts im Kettlebell Front Rack,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001072,Ausfallschritt vorwärts im Kettlebell Front Rack,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001073,Ausfallschritt vorwärts in Goblet-Position,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001073,Ausfallschritt vorwärts in Goblet-Position,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001073,Ausfallschritt vorwärts in Goblet-Position,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001073,Ausfallschritt vorwärts in Goblet-Position,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001073,Ausfallschritt vorwärts in Goblet-Position,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001074,Ausfallschritt vorwärts mit Kettlebells,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001074,Ausfallschritt vorwärts mit Kettlebells,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001074,Ausfallschritt vorwärts mit Kettlebells,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001074,Ausfallschritt vorwärts mit Kettlebells,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001074,Ausfallschritt vorwärts mit Kettlebells,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001075,Ausfallschritt vorwärts mit Kurzhanteln,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001075,Ausfallschritt vorwärts mit Kurzhanteln,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001075,Ausfallschritt vorwärts mit Kurzhanteln,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001075,Ausfallschritt vorwärts mit Kurzhanteln,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001075,Ausfallschritt vorwärts mit Kurzhanteln,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001076,Ausfallschritt vorwärts mit Körpergewicht,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001076,Ausfallschritt vorwärts mit Körpergewicht,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001076,Ausfallschritt vorwärts mit Körpergewicht,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001076,Ausfallschritt vorwärts mit Körpergewicht,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001076,Ausfallschritt vorwärts mit Körpergewicht,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001077,Ausfallschritt vorwärts mit Langhantel,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001077,Ausfallschritt vorwärts mit Langhantel,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001077,Ausfallschritt vorwärts mit Langhantel,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001077,Ausfallschritt vorwärts mit Langhantel,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001077,Ausfallschritt vorwärts mit Langhantel,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001078,Ausfallschritt vorwärts mit Sandsack im Bear-Hug,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001078,Ausfallschritt vorwärts mit Sandsack im Bear-Hug,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001078,Ausfallschritt vorwärts mit Sandsack im Bear-Hug,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001078,Ausfallschritt vorwärts mit Sandsack im Bear-Hug,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001078,Ausfallschritt vorwärts mit Sandsack im Bear-Hug,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001079,Crossover-Ausfallschritt im Kettlebell Front Rack,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001079,Crossover-Ausfallschritt im Kettlebell Front Rack,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001079,Crossover-Ausfallschritt im Kettlebell Front Rack,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001079,Crossover-Ausfallschritt im Kettlebell Front Rack,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001079,Crossover-Ausfallschritt im Kettlebell Front Rack,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001080,Crossover-Ausfallschritt in Goblet-Position,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001080,Crossover-Ausfallschritt in Goblet-Position,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001080,Crossover-Ausfallschritt in Goblet-Position,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001080,Crossover-Ausfallschritt in Goblet-Position,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001080,Crossover-Ausfallschritt in Goblet-Position,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001081,Crossover-Ausfallschritt mit Kettlebells,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001081,Crossover-Ausfallschritt mit Kettlebells,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001081,Crossover-Ausfallschritt mit Kettlebells,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001081,Crossover-Ausfallschritt mit Kettlebells,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001081,Crossover-Ausfallschritt mit Kettlebells,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001082,Crossover-Ausfallschritt mit Kurzhanteln,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001082,Crossover-Ausfallschritt mit Kurzhanteln,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001082,Crossover-Ausfallschritt mit Kurzhanteln,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001082,Crossover-Ausfallschritt mit Kurzhanteln,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001082,Crossover-Ausfallschritt mit Kurzhanteln,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001083,Crossover-Ausfallschritt mit Körpergewicht,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001083,Crossover-Ausfallschritt mit Körpergewicht,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001083,Crossover-Ausfallschritt mit Körpergewicht,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001083,Crossover-Ausfallschritt mit Körpergewicht,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001083,Crossover-Ausfallschritt mit Körpergewicht,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001084,Crossover-Ausfallschritt mit Sandsack im Bear-Hug,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001084,Crossover-Ausfallschritt mit Sandsack im Bear-Hug,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001084,Crossover-Ausfallschritt mit Sandsack im Bear-Hug,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001084,Crossover-Ausfallschritt mit Sandsack im Bear-Hug,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001084,Crossover-Ausfallschritt mit Sandsack im Bear-Hug,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001085,Curtsy-Ausfallschritt im Kettlebell Front Rack,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
EX001085,Curtsy-Ausfallschritt im Kettlebell Front Rack,GLUTES,Gesässmuskulatur,secondary,3,1,5,Unterkörper
EX001085,Curtsy-Ausfallschritt im Kettlebell Front Rack,ADDUCTORS,Adduktoren,secondary,3,2,4,Unterkörper
EX001085,Curtsy-Ausfallschritt im Kettlebell Front Rack,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,3,3,4,Unterkörper
EX001085,Curtsy-Ausfallschritt im Kettlebell Front Rack,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX001086,Curtsy-Ausfallschritt in Goblet-Position,QUADS,Quadrizeps,primary,5,1,5,Unterkörper
